word,label
facing,0
fact,0
factor,0
facts,0
fail,0
failed,0
failing,1
fails,0
failsafe,1
failure,1
fair,0
fairly,0
fairness,1
faith,1
faiths,0
fall,0
fallen,0
falling,0
fallout,1
falls,1
false,0
falsely,1
falsifications,1
fame,1
famed,1
families,0
family,0
famine,1
famous,1
fanned,1
farewell,1
farm,0
farmed,1
farmers,0
farming,0
farmland,0
fashionable,1
fatal,1
fatalities,1
fatally,1
fate,1
father,0
fathom,1
fats,0
fault,0
fauquier,1
fauré,1
favorites,1
favour,1
fbi,0
fc,0
fear,0
feared,0
fearful,1
fearing,1
fears,0
feasible,1
feather,0
feathered,1
feathers,1
feature,1
featured,1
features,0
featuring,1
february,0
fec,0
fed,1
federal,0
federation,1
federátsii,0
feed,0
feeding,0
feel,0
feeling,0
feels,0
feet,0
fehendhoo,1
fein,1
fell,0
fellow,1
felt,0
female,0
females,0
fence,1
fenice,0
fens,1
fenwick,0
fernando,0
ferrari,1
ferrocene,1
fertility,1
festival,0
fewer,0
fia,1
fiba,1
fibers,1
fiction,1
field,0
fielding,1
fields,0
fierce,1
fiercely,1
fifth,0
figaro,1
fight,0
fighter,0
fighters,0
fighting,0
fights,0
figure,0
figures,0
filaments,1
file,0
filed,1
files,0
filibuster,1
filing,1
filipino,0
film,0
filters,1
final,0
finalised,1
finalized,1
finally,0
finals,0
finances,0
financial,1
find,0
finding,0
findings,0
fine,0
fined,0
fines,0
finish,0
finishing,1
finland,0
finnegan,0
finnegans,0
fiorentina,0
fiorina,0
fire,0
fireball,1
fired,1
firefighters,1
firehouse,1
fireworks,1
firing,0
firm,1
firmly,1
firms,0
firmware,1
first,0
fiscal,1
fishermen,0
fishing,0
fit,1
fitted,1
fitting,1
fix,0
fixation,1
fla,0
flag,0
flagship,1
flak,1
flanagan,0
flared,1
flashing,1
flashpoint,1
flashpoints,1
flat,1
flatworm,1
flavors,1
fled,1
fleet,1
fleeting,1
fleshing,1
flew,1
flexed,1
flexible,1
flies,0
flight,0
flights,0
flooded,1
flooding,1
floor,0
florence,0
florida,0
flow,0
flowers,0
flowing,1
flurry,1
flute,1
fly,0
flying,0
focus,1
focused,1
foes,1
fog,0
follow,0
followed,1
following,1
food,0
foot,0
footage,1
football,0
foraging,1
foray,1
forbidden,1
force,0
forced,0
forces,0
forcing,0
fore,1
forecast,1
forecasts,1
forefront,1
foreign,0
foreigners,1
forensic,1
forestry,1
forget,0
form,0
formal,0
formally,1
format,1
formation,1
formed,0
former,1
formica,0
forms,0
formula,1
fort,0
fortified,1
fortress,1
forward,0
fossil,1
fought,1
foul,1
found,0
foundation,1
founded,1
founder,0
founding,0
foundry,1
fourth,0
fox,0
fr,1
fracture,1
fragile,1
frame,0
frames,1
framework,1
framlingham,1
france,0
franchises,1
francis,0
francisco,0
franck,0
franco,0
françois,1
fraud,1
free,0
freedom,0
freely,1
freeze,1
freitak,0
french,0
frequency,0
frequently,1
frescoes,1
fresh,0
friday,0
friedrich,1
friend,0
friendliness,1
friendly,0
friends,0
front,0
frontier,1
frontières,0
frs,0
fruit,0
frustration,1
fsa,1
ft,0
fuchs,0
fuego,0
fulhahdhoo,1
full,0
fullest,1
fun,0
functioning,1
functions,0
fund,0
fundamental,1
funded,1
funding,1
funds,0
funeral,1
fungal,1
fungus,1
furioso,0
furniture,0
further,0
furthermore,1
fusca,0
fusion,1
future,0
gabriel,0
gadhafi,0
gag,1
gagging,1
gain,0
gained,0
gaining,1
gains,0
gallego,0
gallery,1
gallus,0
game,0
games,0
gandhi,0
gang,1
gangs,0
gao,0
gap,0
gaping,1
garbage,1
garcia,0
gardai,1
gardaí,1
garden,0
gardner,0
gas,0
gastritis,1
gastrointestinal,1
gate,0
gates,0
gathering,1
gatherings,1
gave,0
gay,1
gaye,0
gd,0
gdp,1
gender,0
gene,1
general,0
generally,0
generated,1
generation,1
generations,1
generic,1
genocide,1
genuinely,1
genus,1
geography,1
george,0
georges,0
georgia,0
german,0
germans,0
germany,0
gesture,1
getaway,1
getty,0
giant,0
giants,0
gift,0
gilman,0
gilmore,0
gingebras,1
ginger,1
gingerbread,1
ginling,0
ginsburg,0
girl,0
girlfriend,0
gismonda,1
giuliani,0
give,0
giving,0
glass,0
gleason,0
gliding,1
gliese,0
global,0
globally,1
globe,0
globo,0
glucose,1
glycine,1
glyph,1
gma,0
gmail,0
gmt,0
goal,0
goals,0
god,0
gods,0
gold,0
golden,0
goldenbridge,0
good,0
goodyear,0
goog,1
google,0
gopalan,0
gorbachev,0
gordon,0
goths,1
govern,1
governing,1
government,0
governmental,0
governments,0
governor,1
goyal,0
gps,0
grade,0
gradual,1
graduating,1
graffiti,1
graham,0
grams,0
grand,0
grande,0
grant,1
granted,1
grants,1
grapefruit,0
graphic,1
grateful,1
grave,1
graves,1
gravity,1
gray,0
great,0
greater,0
greece,0
greek,0
green,0
greenery,1
gregorio,0
gregory,0
grenades,1
gretel,0
grew,0
grim,1
grip,0
gripen,0
grisly,1
ground,0
grounds,0
group,0
groups,0
grow,0
growing,0
grown,0
grows,0
growth,0
grégoire,0
guantanamo,1
guarantee,1
guard,0
guarded,1
guardian,0
guarding,1
guards,0
guatemala,0
guatemalan,1
guerrilla,1
guesses,1
guesthouse,1
guesthouses,1
guidelines,1
guild,1
guilty,1
guindos,0
gujarat,1
gujurat,0
gulf,0
gum,0
gun,0
gunbattles,1
gunboat,1
gunfire,0
gunman,1
gunmen,1
gunpowder,1
guns,0
gunshot,1
gunshots,1
gurkha,0
gutting,1
guy,0
guzmán,0
güstrow,0
hacked,1
hague,1
haijian,0
hair,0
hajar,0
half,0
hall,1
halos,1
hama,0
hamid,0
hamilton,0
hamit,0
hammers,0
hampshire,1
hamza,0
hand,0
handel,0
handful,1
handgun,1
handicapped,1
handing,0
hands,0
handset,1
handsets,1
hang,1
hangover,1
hannah,0
hans,0
hansel,0
happen,0
happened,1
happening,0
happy,0
haqqani,0
haqyar,0
haram,0
harass,1
harassed,1
harassing,1
harbor,1
harboring,1
hard,0
hardball,1
hardik,1
hardware,1
hari,0
harju,0
harjumaa,1
harm,1
harofe,0
harria,1
harrien,0
harris,0
harrison,0
hartford,0
harvesting,1
hasher,0
hashtag,1
hassan,0
hastily,1
hat,0
hatch,0
hateful,1
hauser,0
haveeru,1
haven,1
having,0
havre,0
hawk,0
hayaleen,0
hc,0
hcl,1
hcso,0
head,0
headed,0
heading,0
headquarters,1
heads,0
healing,1
health,0
healthiest,1
healthy,0
hear,0
heard,0
hearing,1
heart,0
hearts,0
heat,0
heavier,0
heaviest,1
heavily,0
heavy,0
hectares,1
height,0
held,0
helicopter,1
helicopters,1
helmet,1
helped,0
helping,0
helps,0
helsinki,1
hematoma,1
hemoglobin,1
hemorrhage,1
hemostasis,1
hence,1
henley,0
henselt,0
hepatic,1
hepatitis,1
herald,1
herbert,0
hercules,0
heritage,1
heritages,1
hero,0
heroine,1
herring,0
herrán,0
herzegovina,0
hesse,0
heteroatom,1
hidden,1
high,0
higher,0
highest,0
highlighted,1
highlighting,1
highlights,1
highly,0
highway,0
highways,0
hike,1
hili,0
hill,0
hillary,0
hills,0
himalayas,0
hindu,0
hired,1
hishamuddin,0
historic,1
historical,0
historically,1
history,0
hit,1
hitting,0
hives,1
hockey,0
hodgkin,0
hoffenheim,0
hoffman,0
hold,0
holder,0
holding,0
holdings,1
hole,0
hollande,1
home,0
homepage,1
homes,0
homicide,1
homicides,1
homs,0
honesty,1
honey,0
honeydew,0
hong,0
honor,1
honours,1
hood,0
hooliganism,1
hoop,1
hope,0
hoped,0
hopes,0
hoping,0
horizon,1
hormone,1
horn,1
horror,1
hosni,0
hospital,0
hospitalier,0
hospitalised,1
hospitalize,1
hospitalized,1
hospitals,0
host,1
hostile,1
hostility,1
hosts,0
hotel,0
hottest,0
hour,0
hourly,0
hours,0
house,0
housed,1
households,1
houses,0
housing,0
however,0
htc,0
hua,0
huang,0
huangyan,0
hub,1
hudson,0
huffington,1
huge,1
hugh,0
hui,1
hull,1
hulman,1
human,0
humanity,1
humankind,1
humans,0
humidity,1
humor,1
humvees,1
hundreds,0
hung,0
hungarian,1
hungary,0
hunger,0
hungry,0
hunt,0
hunting,1
hurdle,1
hurt,0
hurting,1
husband,0
hussein,0
hustler,1
huxley,0
hyde,0
hydrogen,1
hyperlipidemia,1
hypersensitivity,1
hypertension,1
hyphasis,1
hypothesize,1
hypoxia,1
hyza,0
hänsel,0
ian,0
ibm,0
ibrahim,0
ice,0
iczn,0
idea,0
identified,1
identify,0
identity,1
idleb,0
iese,1
ignited,1
ignore,1
ignored,1
ignoring,1
ii,0
iii,0
ikea,1
illegal,1
illegally,1
illegitimate,1
illustrations,1
image,0
images,0
imam,1
imf,1
imigranti,1
immediate,1
immediately,1
immigrant,1
immigrants,1
immigration,1
imminently,1
immune,1
immunity,1
immunization,1
impact,1
impasse,1
impeach,1
impeachment,1
impede,1
implant,1
implement,1
implementation,1
implemented,1
import,0
importance,0
important,0
impose,1
imposed,1
imposing,1
impossible,1
impoverished,1
imprecise,1
imprisoned,1
improperly,1
improvement,1
impugned,1
inadequate,1
inaugural,1
incentivise,1
inch,0
inches,0
inchicore,0
incident,1
incidents,1
incision,1
incisors,1
include,0
included,1
includes,0
including,0
inclusion,1
incoherent,1
incoming,1
incomplete,0
inconclusive,1
incontrovertible,1
incorporated,1
increase,1
increased,1
increasing,1
increasingly,1
incubated,1
incurred,1
indefinitely,1
independence,1
independent,1
independently,1
index,1
india,0
indian,0
indiana,0
indianapolis,1
indicate,1
indicated,1
indicates,1
indicating,1
indication,1
indigenous,1
indigestion,1
indignation,1
indira,0
indisputable,1
individual,0
individuals,1
indonesia,0
indonesian,1
industrial,1
industries,1
industry,1
indycar,0
inevitable,1
infamous,1
infarction,1
infect,0
infected,0
infecting,1
infection,1
infections,1
inflammation,1
inflammatory,1
inflation,1
influence,1
information,0
informed,0
infrared,1
infrastructure,1
infringement,1
ingested,1
ingesting,1
ingredient,1
inhabitants,1
inhofe,0
initial,0
initially,1
injured,0
injuries,0
injury,0
ink,1
inked,1
inland,1
inmates,1
inn,0
inner,0
innocent,1
innovation,1
innovations,1
inpatient,1
inquiries,1
insect,0
insects,1
insert,1
inside,0
insisted,1
insists,1
inspect,1
inspected,1
inspection,1
inspiration,1
inspired,0
installment,1
instance,1
instances,1
instar,1
instead,1
instilled,1
institute,0
institution,1
instructed,1
instructions,0
instrument,1
insulin,1
insurance,0
insurgency,1
insurgent,1
insurgents,1
intake,1
integral,1
integrated,1
intelligence,1
intends,1
intense,1
intensified,1
intensify,1
intensive,1
intensively,1
intent,1
intention,1
intentions,1
interaction,1
interest,0
interesting,0
interests,0
interfax,0
interference,1
interior,1
intermediate,1
intermittent,1
internal,0
international,1
internationally,1
internationals,1
internet,0
internorm,1
internship,1
interred,1
interrupts,1
interstate,1
intervened,1
intervention,1
interview,0
interviewed,1
interviewee,1
interviews,0
intimidate,1
intracranial,1
intramuscular,1
intravenous,1
introduce,0
introduced,1
introduction,1
intruding,1
invading,1
inventory,1
investigate,1
investigating,1
investigation,1
investigator,1
investigators,1
investigatory,1
investment,1
investments,1
investors,1
invisible,1
invitation,0
invite,0
invited,1
invoking,1
involuntary,1
involved,1
involvement,1
involves,0
involving,1
io,1
ion,1
ionic,1
iowa,0
ip,1
iphone,0
ipod,0
ipods,0
ir,0
irabor,0
iran,0
iranians,0
iraq,0
iraqi,0
ireland,0
iron,0
irreparable,1
irs,0
isakson,0
ischemia,1
iskander,1
iskanders,1
islam,0
islamic,0
islamist,0
island,0
islanders,0
islands,0
isolate,1
isolated,1
isolation,1
israel,0
israeli,0
israelis,0
issue,1
issued,1
issues,0
istanbul,0
isvara,0
italia,0
italian,0
italy,0
itihasas,1
itunes,0
iv,1
ivan,0
ives,0
jabal,0
jackie,0
jackpot,1
jackson,0
jacobson,0
jaeg,1
jail,0
jakarta,1
jalalabad,0
james,0
jamie,0
janeiro,1
january,0
japan,0
japanese,0
jarvis,0
jas,0
java,0
jaw,1
jawd,0
jawed,1
jaws,1
jaxs,0
jay,0
jazeera,0
jazlin,1
jazzlyn,0
jeb,0
jeffrey,0
jeopardising,1
jeopardize,1
jersey,0
jerusalem,0
jet,0
jets,0
jeux,0
jewelry,1
jewish,0
jezebel,1
jihad,0
jim,0
jiva,1
joan,0
joaquim,0
job,0
jobs,0
joe,0
joel,0
johanna,0
johannes,0
johansson,0
john,0
johnny,0
johnson,0
johnstown,0
join,0
joined,0
joins,0
joint,0
jomon,1
jonah,0
jones,0
jordan,0
josef,0
josh,0
joss,0
journal,0
journalists,1
jpmorgan,0
jubilee,1
judge,0
judgement,0
judges,0
judgment,0
judy,0
jules,0
julian,0
july,0
jumbo,0
jump,0
june,0
jung,0
jupiter,1
jurassic,0
jurisdictions,1
jurist,1
just,0
justice,0
justices,0
justified,1
justify,1
justin,0
jōmon,1
kabul,0
kaczynski,1
kaesong,1
kagan,0
kalam,0
kali,0
kalingrad,1
kandahar,0
karam,0
kargar,0
karma,1
karthikai,1
karzai,0
kaspar,0
katyn,0
kauri,0
kcb,1
kcna,0
kcvo,1
keck,1
kecskemet,1
keenly,1
keeping,0
keita,0
kelvin,1
kennedy,0
kent,0
keqing,0
kevin,0
key,0
keys,0
kg,0
khader,0
khaled,0
khrunichev,0
kicked,1
kid,1
kids,0
kill,0
killed,1
killer,0
killing,0
killings,0
kills,0
kilometers,1
kilometres,1
kim,0
kind,0
king,0
kingdom,0
kirill,0
kiss,0
km,0
knife,1
knock,1
knocked,1
knowing,0
knowledge,1
known,0
knuckle,1
koca,0
kofi,0
koh,1
kolosvetov,0
kong,0
korea,0
korean,0
koreas,1
korçë,1
kprc,0
kraken,1
kreutzer,1
krone,0
kuala,0
kudahuvadhoo,1
kudryavtsev,0
kuiper,0
kumar,0
kwan,0
kyrgyzstan,1
la,0
lab,0
labeling,1
labelling,1
labor,1
laboratories,1
laboratory,1
laced,1
laceration,1
lack,0
lacked,1
lacking,1
lacrosse,1
laden,0
lagnoon,1
lagoon,0
lahn,0
laid,0
lakshmi,1
lamb,0
land,0
landed,1
lands,0
landscape,1
landscapes,1
lane,0
language,0
lanthanides,1
laps,1
lared,1
large,0
largely,0
larger,0
largest,0
larry,0
larsen,0
larva,1
las,0
laser,1
last,0
lasted,0
late,0
later,0
latest,0
latin,0
latrobe,0
latter,1
latvia,1
launch,1
launched,1
launches,1
launching,1
laundry,1
lauren,0
law,0
lawn,1
laws,0
lawsuit,1
lawsuits,1
lawyer,0
lawyers,0
lay,0
lb,0
lc,0
lcc,1
le,0
lead,0
leader,0
leaders,0
leadership,0
leading,0
leads,0
leaf,0
leafs,1
league,0
leaking,0
leaks,1
leapt,1
learn,0
learned,0
learning,0
leather,0
leave,0
leavenworth,1
leaves,0
leaving,0
lebanese,0
lebanon,0
lech,0
lectures,1
led,0
lee,0
left,0
legacy,1
legal,1
legalise,1
legarda,1
legendary,1
legislation,1
legislative,1
legislaton,1
lehigh,0
lehman,1
leitha,0
lemon,0
lender,0
lenders,1
lending,1
length,0
lengthy,0
leo,0
leonardo,0
les,0
lesion,1
lesser,1
let,0
letter,0
letters,0
leukemia,1
levanon,0
level,0
levels,0
lewes,1
lewis,0
liable,1
liam,0
liberal,1
liberalize,1
libertyville,1
library,0
librettist,1
libyan,0
license,1
lie,0
lies,0
lieutenant,1
life,0
lifted,0
lifting,1
ligands,1
ligate,1
light,0
lightest,1
lighting,1
lightning,1
likewise,1
limbo,1
limit,0
limited,0
limiting,0
limits,0
lin,0
linda,0
lindsey,0
line,0
linea,0
lines,0
linguistic,1
linked,1
lion,0
lior,0
lips,1
liquid,0
liquidation,1
liquors,1
list,0
listed,0
listen,0
listening,0
literally,1
literature,0
lithium,1
lithographed,1
lithuania,1
livable,1
live,0
lived,0
liverpool,0
lives,0
livestock,1
living,0
load,0
loading,0
loan,0
loans,0
lobe,0
local,0
localized,1
locally,0
locals,0
locate,0
located,0
location,0
lockdown,0
locked,0
lockerbie,1
locks,0
lodge,0
logarithm,1
logging,1
logs,1
london,0
londonderry,0
lone,1
long,0
longer,0
longest,0
looked,0
looting,1
lopez,0
lorries,1
lorry,1
los,0
lose,0
loses,0
losing,0
loss,0
losses,0
lossy,1
lost,0
lot,0
lots,0
loudspeaker,1
loudspeakers,1
louis,0
louise,0
love,0
lover,0
loves,0
loving,0
low,0
lower,0
lowered,0
lowest,0
loxodonta,1
loxodonte,1
loyal,1
loyalist,1
lt,0
lucien,0
ludovico,0
luhman,1
luis,0
lull,1
luminosities,1
luminosity,1
lumpur,0
lung,0
lured,1
lush,1
luxembourg,1
luxurious,1
luzon,0
lying,0
lymphoma,1
läns,0
ma,0
maakond,0
macarthur,0
macau,0
macaulay,0
macedon,1
machine,0
machinegun,1
macierewicz,0
mad,1
made,0
madness,1
madonna,1
madrid,0
magazine,1
magherafelt,1
magic,0
magistrates,1
magnesium,1
magnificent,1
mahavakya,1
maidstone,0
maimed,1
main,0
maine,0
mainland,1
mainly,0
mainstream,1
maintained,1
maintaining,1
maintains,0
maintenance,0
major,0
majority,1
makar,0
make,0
maker,0
makers,0
makes,0
makeshift,1
making,0
maktoum,0
malaria,1
malaysia,0
malaysian,0
maldive,1
maldives,0
male,0
males,0
mali,0
malian,0
malignant,1
mall,0
man,0
managed,0
management,1
manager,0
managing,1
manas,0
manchester,0
manco,0
mandate,1
mandated,1
mangled,1
manhunt,1
manila,0
manilla,0
maniraptoran,1
manned,1
manning,0
manpower,1
mans,0
manslaughter,1
mantids,1
manufacture,1
manufactured,0
manufacturer,1
manufacturers,1
manufacturing,1
manuscript,1
many,0
maple,0
maps,0
march,0
marcus,0
margaret,0
margin,1
maria,0
mariano,0
marie,0
marine,1
marino,0
maritime,1
mariya,0
mark,0
marked,1
market,0
marketed,1
markets,0
marking,0
marks,0
marred,1
marriage,0
married,0
martin,0
martyrs,1
marussia,0
marvels,1
mary,0
masiakasaurus,1
mask,0
mass,0
massacre,1
masses,1
massive,1
mastermind,1
masterpiece,1
matched,0
matches,0
mate,1
material,0
mating,1
matorras,0
matrix,1
matt,0
matter,0
mattias,0
maurice,1
mawlawi,0
max,0
maxim,0
maximum,0
may,0
maya,1
mayor,0
mccain,0
mccarthy,0
mcglone,0
mcguinness,0
meadows,0
mean,1
meaning,0
means,1
meant,1
meanwhile,0
measure,0
measured,1
measures,0
measuring,1
meat,0
meatpuppets,1
mechanism,1
mechkov,1
mecklenburg,0
medal,0
medals,0
medan,0
meddling,1
media,1
medical,0
medicate,1
medicine,1
medieval,1
meet,0
meeting,0
meetings,0
meghalaya,0
melanoma,1
melbourne,0
melisso,0
mellifera,1
member,0
members,0
membership,1
membranous,1
memorial,1
memories,1
memory,1
men,0
mendelssohn,0
menell,0
meningitis,1
mentioned,1
mercuric,1
merger,1
merging,1
merit,1
merlan,0
merseyside,0
message,1
messages,1
met,0
metabolism,1
metal,0
metalorganics,1
metals,0
metalworking,1
metastasis,1
methane,1
method,0
methods,1
methylcobalamin,1
metres,0
metropolitan,1
mi,0
mice,0
michael,0
michel,0
micrometres,1
microsoft,0
mid,0
middle,0
midnight,0
midst,1
midsummer,1
might,0
migraine,1
migrants,1
migrated,1
mike,0
mikhail,0
miles,0
milestone,1
militant,1
militants,1
militaries,1
militarily,1
militaristic,1
militarized,1
military,0
militia,0
militiamen,1
millennium,1
miller,0
million,1
millions,1
milne,0
mimar,0
mimics,1
minatory,1
mind,0
minds,0
miner,0
minerals,1
minimal,1
minister,1
ministerial,1
ministers,1
ministry,1
minnesota,0
minority,1
minors,1
minute,0
minutes,0
mire,1
mires,1
misconduct,1
misdemeanor,1
missile,0
missiles,1
missing,0
mission,0
missionary,1
missions,0
mississippi,0
mistake,0
mistook,1
mistreated,1
mitch,0
mitt,0
mix,0
mixed,0
miːˈmaːɾ,0
mj,0
mla,0
mladic,0
mm,0
mmi,0
moammar,0
mob,1
mobile,0
mobility,0
model,1
moderated,1
modern,0
modi,0
modified,1
modular,1
module,1
moesian,1
mohamed,0
mohsen,0
moiety,1
molars,0
molecular,1
molecule,1
molecules,1
molina,0
mom,0
moment,0
moments,1
momentum,1
monaco,1
monasteries,1
monday,0
monetary,1
monetize,1
money,0
mongolia,0
monica,0
monitor,1
monitored,1
monitoring,1
monitors,1
monk,1
monsoon,1
monster,1
monsters,1
month,0
months,0
montreal,0
monument,1
monumental,1
monuments,1
mood,0
moon,0
morbidity,1
more,0
moreover,1
moreton,0
morgue,1
morning,0
morocco,0
morph,1
mortal,1
mortality,1
mortar,1
mortars,1
mortgage,1
mortgages,1
moscow,0
mosel,0
mosque,1
moss,0
mosses,1
most,0
mot,0
moth,1
mother,0
moths,1
motion,0
motivation,1
motive,1
motor,0
motorcyclist,1
motorist,1
motorists,1
motorola,0
motorolla,0
motorway,1
mount,1
mountain,0
mountainous,1
mountains,0
mounted,1
mounts,1
mourning,1
mouth,0
move,0
moved,0
movement,0
movements,1
moves,0
movie,0
moving,0
mozart,1
mp,0
mr,0
ms,0
msf,0
msl,0
mubarak,0
mucha,0
mudéjar,1
muhammad,0
mujahedin,1
mujahid,0
mujahideen,1
mull,1
multiple,0
munch,0
munching,1
munich,1
municipal,1
murad,0
murder,0
murdered,1
murdering,1
murderous,1
murders,0
muscle,0
muscles,0
muscovites,1
museum,1
music,0
musical,0
musician,0
musicians,0
muskeg,1
muslim,0
muslims,0
muted,1
mutinied,1
mya,0
myocardial,1
myoglobin,1
myr,1
myriad,1
mythological,1
mythologies,1
médecins,0
mélanie,0
nahe,0
nailed,1
nails,1
naked,0
named,0
names,0
naming,0
nanjing,0
nanking,0
narendra,0
narnia,1
narrating,1
narrative,1
narratives,1
narrow,1
narrowed,1
nasa,0
naseem,0
nasser,0
nate,0
nathaniel,0
nation,0
national,0
nationalisation,1
nationalised,1
nationalises,1
nationalising,1
nationalist,1
nationalized,1
nationally,0
nationals,0
nations,0
nationwide,1
nato,0
natuna,1
natural,0
nature,1
nautical,1
naval,0
nave,1
navy,0
nb,0
nba,1
nbc,0
ncaa,0
neapolitan,1
nearby,0
nearest,0
nearly,1
necessarily,1
neck,0
needed,0
negative,0
negotiate,1
negotiating,1
negotiations,1
neighbor,1
neighborhood,1
neighboring,1
neighbors,1
neighbour,1
neighbourhood,1
neighbouring,1
neighbours,1
neil,0
nelson,0
nemtsov,0
neoplasm,1
nepalese,0
nephritis,1
nerve,1
nest,1
nestmates,1
nests,0
netanyahu,1
netherlands,0
netted,1
network,0
neurology,1
neurons,1
neuropathy,1
neusiedl,1
new,0
newcomer,1
newgarden,1
newly,0
newman,0
news,0
newspaper,0
next,0
nhl,0
niagara,0
nice,0
nicholas,0
nick,0
nickelback,1
nickinator,1
nickname,1
nicknamed,1
nicolas,0
nicopolis,0
nigerian,0
night,0
nightshades,1
niki,0
niklas,0
nikon,1
niro,0
nitrogen,1
nm,0
nna,0
nobel,0
nobility,1
noble,0
nobody,0
nomenclature,1
nominal,1
nominated,1
nomination,1
nominations,1
nominee,1
none,0
nonetheless,1
nonfatal,1
noorughli,0
nor,1
norfolk,0
normal,0
normalcy,1
normally,1
north,0
northeast,0
northern,0
northwest,0
norwegian,0
nose,0
not,0
notable,1
notables,1
notably,1
note,0
noted,0
notes,0
notice,0
notified,1
noting,0
nouveau,1
novel,1
november,0
novosti,0
now,0
nsa,0
nude,0
nuestra,0
number,0
numbering,0
numbers,0
numeral,1
numerals,1
numerous,1
nuncio,1
nuns,1
nutrient,1
nutrients,1
nyse,0
nürburgring,0
oases,1
oasis,1
oates,0
obama,0
obamacare,0
obamas,0
obeyed,1
object,0
objective,1
objects,0
oblates,1
obligation,1
obliged,1
obscene,1
observation,1
observationally,1
observatory,1
observe,0
observed,0
observer,0
observers,1
observing,1
obtain,1
obtained,1
obvious,1
occasional,1
occasionally,1
occasions,1
occupied,1
occupy,1
occur,1
occurred,1
occurs,1
ocean,0
octavian,1
october,0
odd,1
oddest,1
offender,1
offenders,0
offensive,1
offer,0
offered,1
offering,0
offers,0
office,0
officer,0
officers,0
offices,0
official,0
officially,0
officials,0
offload,1
offshoot,1
oil,0
oksana,1
old,0
older,0
oldest,0
olga,0
olli,0
olympic,0
olympics,0
olympiques,1
om,0
oman,0
omar,0
once,0
oncology,1
ongoing,1
online,1
only,0
ontario,0
op,1
open,0
opened,0
opening,0
opera,0
operas,0
operate,0
operated,1
operating,1
operation,1
operations,1
operative,1
opinion,0
opponent,1
opponents,1
opportunities,1
opportunity,0
oppose,1
opposed,1
opposes,1
opposite,1
opposition,1
optical,1
optimism,1
option,1
oracle,0
orange,0
orbitals,1
orchestral,1
order,0
ordered,0
orford,0
organic,0
organisation,0
organization,0
organizations,1
organize,0
organized,1
organizes,1
organoborane,1
organometallic,1
oriculum,1
oriente,1
original,0
originally,1
originated,1
orlando,0
orontes,0
orphanage,1
osama,0
oscar,0
osteoporosis,1
other,0
others,0
otherwise,1
otto,0
ottoman,0
ousted,1
ouster,1
outcome,1
outcrops,1
outdoor,0
outdoors,1
outer,0
outgoing,1
outlet,1
outlined,1
outlines,1
outlining,1
outpatient,1
output,0
outskirts,1
outstanding,1
overall,0
overcrowding,1
overdue,1
overextended,1
overlapping,1
overnight,1
overseas,1
oversee,0
overseeing,1
overshadowed,1
overspending,1
overt,1
overthrown,1
overwhelming,1
overwhelmingly,1
oviraptorosaurs,1
owing,1
owned,1
owner,0
owners,1
ownership,1
oxygen,1
ozkose,0
pace,1
pack,0
package,0
packed,0
pact,1
pad,1
pag,0
page,0
pageantry,1
pages,0
paid,0
pain,0
painful,0
paint,0
painted,1
painter,0
painters,0
painting,0
paintings,0
paints,0
pair,0
pairs,0
pakistan,0
pakistanis,0
palace,0
palacio,1
paladin,1
palawan,0
paleoanthropology,1
paleontology,1
palestinian,1
palliative,1
palm,1
pan,0
panatag,0
panecillo,1
panel,0
pantomime,1
papal,0
paper,0
papernaya,0
papers,0
paperwork,1
parallel,1
paralyzed,1
paramarthika,1
paramilitary,1
parasite,1
parasites,1
parasitic,1
parasitism,1
paravian,1
pardoned,1
parent,0
parents,0
paris,0
parish,1
park,0
parked,0
parker,0
parking,0
parks,0
parliament,0
parliamentarians,1
parliamentary,1
parndorf,1
part,0
partial,1
partially,1
participant,1
participants,1
participate,1
particular,1
particularly,1
parties,0
parting,0
partisan,1
partly,0
partner,0
partners,0
partnership,0
partnerships,1
parts,0
party,0
passed,0
passengers,0
passing,0
passion,1
passively,1
past,0
paste,0
pastor,0
pataki,0
patel,0
patent,1
patented,1
patents,1
path,1
pathogen,1
pathology,1
patriot,1
patrizia,0
patrol,1
patrolled,1
patrolling,1
patrols,1
patsy,0
pattavee,0
paul,0
paulownia,1
pavilion,0
pavlensky,0
paws,1
pay,0
paying,0
payments,0
payroll,1
pc,0
pcc,0
peace,0
peaceful,0
pearl,0
pears,0
peat,1
pebbles,1
peculiarities,1
pedestal,1
pedestrian,1
pellets,1
penalties,1
penalty,1
pence,0
pending,1
penned,1
pennsylvania,0
pentagon,1
people,0
percent,0
percentage,1
perceptible,1
perennial,1
perfect,0
perfection,1
perfectly,1
performance,1
performances,0
performed,1
performer,1
performing,1
periaqueductal,1
perimeter,1
period,1
peripheral,1
perkasie,0
permanent,1
permission,1
permitted,1
peroxide,1
perpetually,1
persian,1
persisted,1
person,0
personal,0
personnel,0
pertaining,1
peru,0
peskov,0
peston,0
peter,0
petersburg,0
petition,1
petrer,1
petridishes,1
pharmacies,1
phase,1
phd,1
phenomenon,1
phew,1
philip,0
philippe,0
philippine,0
philippines,0
phl,0
phoenix,1
phone,0
phones,0
photo,0
photocopier,1
photograph,1
photographs,0
photos,0
phyo,0
physalis,1
physical,1
physically,1
physics,1
physiologist,1
pi,1
pianist,1
pictorial,1
picture,0
pictured,1
pictures,0
picturesque,1
piece,0
pieces,0
pij,0
